                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.4881,                0.74057,                 1.0413,                0.87173,                0.78831,                0.85968,                0.53022,                 1.3835,                 0.6576,                 1.0172,               0.008515,               0.008515,               0.008515
                     17,                 1.4811,                0.73192,                 1.0386,                 0.8756,                0.79062,                0.86822,                0.53932,                 1.3789,                0.64746,                 1.0124,               0.008416,               0.008416,               0.008416
                     18,                 1.4793,                0.73284,                 1.0379,                0.87511,                0.79356,                0.86814,                0.54172,                 1.3719,                0.64715,                 1.0115,               0.008317,               0.008317,               0.008317
                     19,                 1.4756,                0.72911,                 1.0374,                0.87879,                0.79618,                0.86659,                0.53943,                 1.3718,                0.64277,                 1.0099,               0.008218,               0.008218,               0.008218
                     20,                 1.4698,                0.72635,                 1.0349,                0.87868,                0.79454,                0.87255,                  0.546,                 1.3613,                0.63989,                 1.0061,               0.008119,               0.008119,               0.008119
                     21,                 1.4636,                0.71898,                 1.0337,                0.87322,                0.79913,                0.87166,                0.54524,                 1.3632,                  0.637,                 1.0077,                0.00802,                0.00802,                0.00802
                     22,                 1.4662,                0.72346,                 1.0321,                0.87818,                0.79739,                0.87194,                0.54651,                 1.3581,                0.63784,                 1.0051,               0.007921,               0.007921,               0.007921
                     23,                 1.4605,                0.71713,                 1.0296,                0.87783,                0.79829,                0.87131,                0.54521,                 1.3611,                0.63671,                 1.0071,               0.007822,               0.007822,               0.007822
                     24,                 1.4651,                0.72017,                 1.0321,                0.88018,                0.80035,                0.87514,                0.54883,                 1.3555,                0.62776,                 1.0049,               0.007723,               0.007723,               0.007723
                     25,                 1.4576,                0.71443,                 1.0319,                0.88034,                0.79882,                0.87131,                0.54889,                 1.3565,                0.62662,                 1.0047,               0.007624,               0.007624,               0.007624
                     26,                 1.4595,                0.71397,                 1.0306,                0.88268,                0.80063,                0.87424,                0.54998,                 1.3518,                0.62459,                 1.0022,               0.007525,               0.007525,               0.007525
                     27,                 1.4495,                0.70551,                 1.0256,                0.88133,                0.80372,                  0.876,                0.54935,                 1.3493,                0.62092,                 1.0002,               0.007426,               0.007426,               0.007426
                     28,                 1.4503,                0.70483,                 1.0269,                0.88496,                 0.8044,                 0.8766,                0.55282,                 1.3443,                0.61682,                 1.0002,               0.007327,               0.007327,               0.007327
                     29,                 1.4473,                 0.7049,                 1.0256,                0.88609,                0.80422,                0.87826,                0.55321,                 1.3479,                0.61425,                 1.0007,               0.007228,               0.007228,               0.007228
                     30,                 1.4481,                0.70461,                 1.0263,                0.88247,                  0.804,                0.87447,                0.55192,                 1.3445,                0.61799,                0.99971,               0.007129,               0.007129,               0.007129
                     31,                  1.448,                0.70109,                 1.0274,                0.88507,                0.80772,                0.87845,                  0.555,                 1.3386,                0.60944,                0.99716,                0.00703,                0.00703,                0.00703
                     32,                 1.4487,                0.70237,                 1.0231,                 0.8843,                 0.8049,                0.87623,                0.55324,                 1.3432,                0.61262,                0.99903,               0.006931,               0.006931,               0.006931
                     33,                 1.4464,                0.70133,                 1.0253,                0.88684,                0.80767,                0.87887,                0.55511,                 1.3377,                0.60648,                0.99654,               0.006832,               0.006832,               0.006832
                     34,                 1.4389,                 0.6943,                 1.0211,                0.88492,                0.80762,                0.87959,                0.55613,                 1.3403,                0.60892,                0.99704,               0.006733,               0.006733,               0.006733
                     35,                 1.4405,                0.69651,                 1.0253,                 0.8874,                0.80788,                0.87969,                0.55698,                 1.3379,                0.60405,                0.99606,               0.006634,               0.006634,               0.006634
                     36,                 1.4347,                0.69425,                  1.022,                0.88573,                 0.8086,                0.87957,                0.55806,                 1.3358,                0.60413,                0.99549,               0.006535,               0.006535,               0.006535
                     37,                 1.4312,                0.68845,                 1.0206,                0.88743,                0.81037,                0.88216,                0.55883,                 1.3343,                0.60119,                0.99443,               0.006436,               0.006436,               0.006436
                     38,                 1.4367,                0.69282,                 1.0214,                0.89229,                0.80703,                0.88113,                0.55842,                 1.3335,                0.59899,                0.99502,               0.006337,               0.006337,               0.006337
                     39,                 1.4309,                0.68602,                 1.0201,                0.88748,                0.81481,                0.88329,                0.56019,                 1.3326,                  0.597,                0.99258,               0.006238,               0.006238,               0.006238
                     40,                 1.4324,                 0.6871,                 1.0213,                0.88781,                0.81387,                0.88433,                0.56096,                 1.3283,                0.59747,                0.99189,               0.006139,               0.006139,               0.006139
                     41,                 1.4268,                0.68588,                 1.0199,                0.88753,                0.81281,                0.88356,                0.55968,                 1.3324,                0.59703,                0.99356,                0.00604,                0.00604,                0.00604
                     42,                 1.4306,                0.68727,                 1.0202,                0.88806,                0.81674,                0.88502,                0.56244,                 1.3283,                0.59376,                0.99147,               0.005941,               0.005941,               0.005941
                     43,                 1.4221,                0.67874,                  1.017,                0.88982,                0.81467,                0.88333,                0.56129,                 1.3275,                0.59259,                0.99136,               0.005842,               0.005842,               0.005842
                     44,                 1.4192,                0.67863,                 1.0152,                0.88968,                0.81647,                0.88409,                0.56294,                  1.326,                0.59117,                0.99129,               0.005743,               0.005743,               0.005743
                     45,                 1.4143,                0.67613,                  1.013,                0.88942,                0.81523,                0.88491,                0.56317,                 1.3239,                0.59108,                0.99058,               0.005644,               0.005644,               0.005644
                     46,                 1.4197,                0.67956,                 1.0175,                0.88746,                0.81975,                 0.8866,                0.56532,                 1.3232,                0.58843,                0.98904,               0.005545,               0.005545,               0.005545
                     47,                 1.4141,                0.67423,                 1.0117,                0.89219,                0.81642,                0.88636,                 0.5654,                 1.3225,                 0.5857,                0.98896,               0.005446,               0.005446,               0.005446
                     48,                 1.4174,                0.67501,                  1.011,                0.89132,                0.81882,                0.88749,                0.56579,                 1.3203,                0.58521,                 0.9882,               0.005347,               0.005347,               0.005347
                     49,                 1.4175,                0.67602,                 1.0147,                0.89148,                0.81774,                0.88725,                0.56686,                 1.3223,                0.58497,                0.98896,               0.005248,               0.005248,               0.005248
                     50,                 1.4137,                0.67357,                 1.0136,                0.88875,                0.82122,                0.88622,                0.56665,                 1.3202,                0.58346,                0.98773,               0.005149,               0.005149,               0.005149
                     51,                 1.4122,                0.67184,                 1.0137,                 0.8928,                0.81824,                0.88636,                 0.5663,                 1.3204,                0.58422,                0.98703,                0.00505,                0.00505,                0.00505
                     52,                 1.4105,                 0.6689,                 1.0085,                 0.8926,                0.81991,                0.88618,                0.56583,                 1.3194,                0.58223,                 0.9876,               0.004951,               0.004951,               0.004951
                     53,                 1.4105,                0.67045,                 1.0117,                0.89185,                0.82208,                0.88819,                0.56759,                 1.3171,                0.58026,                0.98632,               0.004852,               0.004852,               0.004852
                     54,                 1.4063,                0.66535,                 1.0085,                0.89119,                0.82286,                 0.8867,                 0.5666,                 1.3165,                0.57988,                 0.9861,               0.004753,               0.004753,               0.004753
                     55,                 1.4018,                0.66484,                 1.0076,                0.89513,                0.82128,                0.88904,                 0.5689,                 1.3163,                0.57815,                 0.9855,               0.004654,               0.004654,               0.004654
                     56,                 1.4051,                0.66569,                 1.0096,                0.89349,                0.82236,                0.88999,                0.56953,                 1.3155,                  0.578,                 0.9853,               0.004555,               0.004555,               0.004555
                     57,                 1.4015,                0.66381,                 1.0058,                0.89328,                0.82333,                0.88975,                0.57008,                 1.3133,                0.57639,                0.98453,               0.004456,               0.004456,               0.004456
                     58,                 1.3997,                0.66082,                  1.007,                0.89456,                0.82323,                0.88993,                0.57038,                 1.3138,                0.57522,                0.98478,               0.004357,               0.004357,               0.004357
                     59,                 1.4017,                0.66049,                 1.0076,                0.89431,                0.82466,                0.89031,                0.57015,                 1.3128,                0.57426,                0.98419,               0.004258,               0.004258,               0.004258
                     60,                 1.3929,                0.65515,                 1.0038,                0.89472,                0.82537,                 0.8897,                0.57017,                 1.3124,                0.57408,                0.98402,               0.004159,               0.004159,               0.004159
                     61,                 1.3949,                 0.6597,                 1.0056,                0.89486,                0.82502,                0.89039,                0.57094,                 1.3119,                 0.5734,                0.98395,                0.00406,                0.00406,                0.00406
                     62,                 1.3985,                0.65859,                  1.005,                0.89433,                0.82499,                0.89039,                0.57116,                 1.3102,                0.57291,                0.98312,               0.003961,               0.003961,               0.003961
                     63,                 1.3977,                0.65678,                 1.0053,                0.89554,                0.82619,                0.89082,                0.57117,                  1.311,                0.57248,                0.98304,               0.003862,               0.003862,               0.003862
                     64,                 1.3975,                0.65753,                 1.0049,                0.89589,                0.82499,                0.89143,                0.57183,                 1.3103,                0.57173,                0.98302,               0.003763,               0.003763,               0.003763
                     65,                  1.392,                 0.6548,                 1.0028,                0.89739,                0.82498,                 0.8923,                0.57276,                  1.309,                0.57008,                0.98235,               0.003664,               0.003664,               0.003664
                     66,                   1.39,                0.65177,                  1.001,                0.89577,                 0.8268,                0.89313,                0.57359,                 1.3086,                0.56952,                0.98216,               0.003565,               0.003565,               0.003565
                     67,                 1.3915,                0.65249,                 1.0017,                0.89405,                0.82828,                0.89289,                0.57401,                 1.3075,                0.56845,                0.98145,               0.003466,               0.003466,               0.003466
                     68,                 1.3883,                0.64913,                0.99971,                0.89523,                0.82741,                0.89267,                 0.5736,                 1.3068,                0.56767,                0.98121,               0.003367,               0.003367,               0.003367
                     69,                 1.3839,                0.64545,                  1.001,                0.89687,                0.82785,                0.89244,                0.57358,                 1.3059,                0.56636,                0.98062,               0.003268,               0.003268,               0.003268
                     70,                 1.3846,                0.64728,                 1.0005,                0.89594,                0.82879,                0.89262,                0.57388,                 1.3045,                0.56599,                0.98015,               0.003169,               0.003169,               0.003169
                     71,                 1.3795,                 0.6433,                0.99829,                 0.8979,                0.82797,                0.89332,                0.57494,                 1.3043,                0.56463,                 0.9799,                0.00307,                0.00307,                0.00307
                     72,                 1.3771,                0.64245,                 0.9974,                0.89671,                0.82909,                0.89352,                0.57497,                 1.3035,                 0.5648,                0.97927,               0.002971,               0.002971,               0.002971
                     73,                 1.3872,                0.64719,                0.99972,                0.89752,                0.82934,                0.89442,                0.57572,                 1.3031,                0.56388,                0.97919,               0.002872,               0.002872,               0.002872
                     74,                 1.3762,                 0.6381,                0.99874,                0.89785,                0.83018,                0.89427,                0.57562,                 1.3027,                0.56352,                0.97882,               0.002773,               0.002773,               0.002773
                     75,                 1.3744,                0.63644,                0.99647,                0.89812,                0.82949,                0.89474,                  0.576,                  1.302,                0.56322,                0.97833,               0.002674,               0.002674,               0.002674
                     76,                 1.3713,                0.63362,                0.99297,                  0.897,                  0.831,                  0.895,                0.57705,                 1.3013,                0.56193,                0.97823,               0.002575,               0.002575,               0.002575
                     77,                 1.3698,                0.63343,                0.99265,                0.89576,                0.83259,                0.89619,                0.57773,                 1.3006,                0.56135,                0.97776,               0.002476,               0.002476,               0.002476
                     78,                 1.3739,                 0.6361,                0.99683,                 0.8956,                0.83292,                0.89635,                0.57734,                 1.3002,                0.56123,                0.97741,               0.002377,               0.002377,               0.002377
                     79,                 1.3708,                0.63428,                0.99349,                0.89627,                0.83198,                0.89673,                0.57768,                 1.2994,                 0.5606,                0.97717,               0.002278,               0.002278,               0.002278
                     80,                 1.3683,                0.63028,                0.99192,                0.89594,                0.83364,                0.89707,                  0.578,                  1.299,                0.55977,                0.97705,               0.002179,               0.002179,               0.002179
                     81,                 1.3661,                 0.6302,                0.99144,                0.89781,                0.83272,                0.89686,                0.57841,                 1.2985,                0.55897,                 0.9769,                0.00208,                0.00208,                0.00208
                     82,                 1.3665,                0.62624,                0.98968,                0.89851,                0.83308,                 0.8974,                0.57881,                  1.298,                0.55834,                0.97652,               0.001981,               0.001981,               0.001981
                     83,                 1.3614,                0.62435,                 0.9888,                0.89783,                0.83375,                0.89734,                0.57908,                 1.2975,                0.55767,                0.97608,               0.001882,               0.001882,               0.001882
                     84,                 1.3616,                0.62612,                0.98991,                0.89816,                 0.8341,                0.89776,                0.57947,                 1.2971,                0.55681,                0.97592,               0.001783,               0.001783,               0.001783
                     85,                 1.3563,                0.62109,                0.98957,                 0.8992,                0.83372,                0.89775,                0.57931,                 1.2967,                0.55619,                0.97571,               0.001684,               0.001684,               0.001684
                     86,                 1.3505,                0.61951,                0.98637,                0.90077,                0.83356,                0.89825,                0.57958,                 1.2962,                0.55579,                0.97551,               0.001585,               0.001585,               0.001585
                     87,                 1.3518,                0.61747,                 0.9883,                0.90024,                0.83459,                0.89878,                 0.5798,                 1.2956,                0.55562,                0.97517,               0.001486,               0.001486,               0.001486
                     88,                 1.3556,                0.61802,                0.98798,                0.90194,                0.83418,                 0.8992,                0.58012,                 1.2953,                0.55513,                0.97486,               0.001387,               0.001387,               0.001387
                     89,                 1.3454,                0.61249,                0.98627,                0.90055,                  0.835,                0.89938,                0.58027,                 1.2952,                0.55469,                0.97476,               0.001288,               0.001288,               0.001288
                     90,                  1.352,                0.61278,                 1.0065,                0.90035,                0.83543,                0.89938,                0.58044,                 1.2944,                0.55429,                0.97452,               0.001189,               0.001189,               0.001189
                     91,                 1.3469,                0.60946,                 1.0056,                0.90032,                0.83554,                 0.8996,                0.58081,                 1.2941,                0.55406,                0.97445,                0.00109,                0.00109,                0.00109
                     92,                 1.3449,                0.60481,                 1.0057,                0.89992,                0.83574,                0.89979,                0.58141,                 1.2937,                 0.5536,                0.97433,               0.000991,               0.000991,               0.000991
                     93,                 1.3399,                 0.6002,                 1.0037,                0.90093,                0.83551,                0.89973,                0.58145,                 1.2935,                0.55304,                 0.9742,               0.000892,               0.000892,               0.000892
                     94,                 1.3415,                0.59914,                 1.0035,                0.90067,                0.83576,                0.89999,                0.58187,                 1.2932,                0.55262,                0.97401,               0.000793,               0.000793,               0.000793
                     95,                 1.3371,                0.59456,                  1.001,                0.90104,                0.83619,                0.90024,                0.58213,                  1.293,                0.55226,                 0.9738,               0.000694,               0.000694,               0.000694
                     96,                 1.3356,                0.59378,                0.99996,                0.90114,                0.83633,                0.90047,                0.58244,                 1.2926,                0.55199,                0.97355,               0.000595,               0.000595,               0.000595
                     97,                 1.3331,                0.59162,                 1.0001,                0.90086,                0.83657,                0.90068,                0.58256,                 1.2924,                0.55179,                0.97338,               0.000496,               0.000496,               0.000496
                     98,                 1.3294,                0.58895,                0.99701,                0.90114,                0.83666,                0.90091,                0.58277,                 1.2921,                0.55176,                0.97326,               0.000397,               0.000397,               0.000397
                     99,                 1.3287,                0.58482,                0.99549,                0.90217,                0.83617,                0.90102,                0.58288,                  1.292,                0.55148,                0.97317,               0.000298,               0.000298,               0.000298
