                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.5503,                 0.7919,                  1.062,                0.85984,                0.76529,                0.84569,                0.51473,                 1.4268,                0.69634,                 1.0324,               0.008317,               0.008317,               0.008317
                     19,                 1.5453,                0.78224,                 1.0616,                0.86105,                0.76922,                0.84614,                0.51195,                 1.4318,                0.69614,                 1.0344,               0.008218,               0.008218,               0.008218
                     20,                 1.5447,                0.78089,                 1.0607,                0.85928,                0.77094,                0.84612,                0.51472,                 1.4237,                0.69716,                 1.0307,               0.008119,               0.008119,               0.008119
                     21,                 1.5378,                0.77954,                   1.06,                0.86368,                0.76822,                0.84555,                0.51602,                 1.4225,                0.68897,                 1.0321,                0.00802,                0.00802,                0.00802
                     22,                 1.5414,                0.78191,                 1.0596,                0.85465,                0.76681,                0.84313,                0.51431,                  1.424,                0.69875,                 1.0314,               0.007921,               0.007921,               0.007921
                     23,                 1.5328,                0.77507,                 1.0559,                0.85949,                0.76684,                0.84547,                0.51776,                 1.4136,                0.69041,                 1.0286,               0.007822,               0.007822,               0.007822
                     24,                 1.5357,                0.77632,                 1.0587,                0.86587,                0.77231,                0.85135,                0.52283,                 1.4115,                0.67826,                 1.0259,               0.007723,               0.007723,               0.007723
                     25,                 1.5283,                0.76999,                 1.0576,                0.86379,                0.77075,                0.84818,                0.52129,                 1.4103,                0.68057,                 1.0273,               0.007624,               0.007624,               0.007624
                     26,                 1.5329,                0.77201,                 1.0573,                 0.8631,                0.77776,                0.85072,                0.52122,                 1.4081,                 0.6764,                  1.025,               0.007525,               0.007525,               0.007525
                     27,                 1.5242,                0.76621,                 1.0535,                0.86484,                0.77798,                0.85541,                0.52445,                  1.407,                0.67882,                 1.0246,               0.007426,               0.007426,               0.007426
                     28,                 1.5192,                0.76299,                 1.0528,                 0.8668,                0.77734,                0.85496,                 0.5252,                 1.4002,                0.67168,                 1.0213,               0.007327,               0.007327,               0.007327
                     29,                  1.514,                0.75586,                 1.0499,                0.86861,                 0.7775,                0.85455,                 0.5269,                 1.3998,                0.66638,                 1.0216,               0.007228,               0.007228,               0.007228
                     30,                 1.5193,                0.76235,                 1.0526,                0.86759,                0.77786,                0.85509,                0.52491,                 1.3999,                0.67295,                 1.0209,               0.007129,               0.007129,               0.007129
                     31,                 1.5156,                0.75601,                 1.0519,                 0.8718,                0.78105,                0.85492,                0.52553,                 1.3945,                0.66262,                   1.02,                0.00703,                0.00703,                0.00703
                     32,                 1.5164,                0.75708,                 1.0478,                0.87011,                0.77831,                0.85443,                0.52557,                 1.4001,                0.66532,                  1.021,               0.006931,               0.006931,               0.006931
                     33,                 1.5144,                0.75408,                 1.0501,                 0.8718,                0.78203,                0.85718,                0.52892,                   1.39,                0.65708,                 1.0178,               0.006832,               0.006832,               0.006832
                     34,                 1.5072,                0.74849,                 1.0452,                0.86877,                0.78386,                0.86021,                0.53046,                 1.3961,                0.65982,                 1.0184,               0.006733,               0.006733,               0.006733
                     35,                 1.5094,                0.75154,                 1.0498,                 0.8697,                0.78409,                0.85757,                 0.5291,                 1.3918,                 0.6605,                 1.0178,               0.006634,               0.006634,               0.006634
                     36,                 1.5055,                0.74826,                 1.0475,                0.86825,                0.77982,                0.85727,                0.52981,                 1.3921,                0.65784,                 1.0164,               0.006535,               0.006535,               0.006535
                     37,                 1.5038,                0.74856,                 1.0472,                0.87229,                0.78469,                0.86144,                0.53248,                 1.3906,                0.65345,                  1.016,               0.006436,               0.006436,               0.006436
                     38,                 1.5042,                0.74539,                 1.0459,                0.87413,                0.78347,                0.86077,                0.53378,                 1.3858,                0.65198,                 1.0149,               0.006337,               0.006337,               0.006337
                     39,                 1.5027,                0.74271,                 1.0458,                0.87441,                0.78756,                0.86152,                  0.534,                 1.3861,                 0.6481,                 1.0142,               0.006238,               0.006238,               0.006238
                     40,                 1.4991,                0.74212,                 1.0453,                0.87206,                0.78692,                0.86166,                0.53395,                 1.3857,                0.64811,                  1.014,               0.006139,               0.006139,               0.006139
                     41,                 1.4897,                 0.7371,                 1.0415,                0.87334,                0.79095,                0.86237,                0.53614,                 1.3819,                0.64376,                 1.0123,                0.00604,                0.00604,                0.00604
                     42,                 1.4956,                0.73857,                 1.0432,                0.87484,                0.78853,                0.86235,                0.53602,                  1.381,                0.64375,                 1.0125,               0.005941,               0.005941,               0.005941
                     43,                 1.4929,                0.73617,                  1.042,                0.87242,                0.79159,                0.86246,                0.53633,                 1.3784,                0.64598,                 1.0111,               0.005842,               0.005842,               0.005842
                     44,                 1.4857,                0.73233,                 1.0378,                0.87412,                0.79131,                0.86369,                 0.5379,                 1.3786,                0.64216,                 1.0112,               0.005743,               0.005743,               0.005743
                     45,                 1.4824,                0.72928,                 1.0369,                0.87504,                0.79247,                0.86524,                0.53866,                 1.3789,                0.64163,                 1.0112,               0.005644,               0.005644,               0.005644
                     46,                 1.4864,                0.73164,                 1.0415,                0.87552,                0.79299,                0.86433,                0.53847,                 1.3763,                0.64029,                 1.0095,               0.005545,               0.005545,               0.005545
                     47,                 1.4847,                0.72801,                 1.0364,                0.87842,                0.79263,                0.86676,                0.54008,                 1.3751,                0.63753,                 1.0093,               0.005446,               0.005446,               0.005446
                     48,                 1.4837,                0.72759,                 1.0342,                 0.8795,                0.79318,                0.86592,                0.53945,                 1.3738,                 0.6363,                 1.0081,               0.005347,               0.005347,               0.005347
                     49,                  1.486,                0.72864,                 1.0378,                0.87859,                0.79393,                0.86728,                0.54052,                 1.3752,                0.63634,                 1.0085,               0.005248,               0.005248,               0.005248
                     50,                 1.4796,                0.72574,                 1.0367,                0.87643,                0.79676,                0.86881,                0.54245,                 1.3726,                0.63283,                 1.0074,               0.005149,               0.005149,               0.005149
                     51,                  1.479,                0.72445,                 1.0369,                0.87776,                0.79633,                0.86682,                0.54104,                 1.3713,                0.63252,                 1.0063,                0.00505,                0.00505,                0.00505
                     52,                 1.4766,                0.71876,                 1.0312,                0.87679,                 0.7969,                0.86599,                0.54003,                 1.3714,                0.63088,                 1.0076,               0.004951,               0.004951,               0.004951
                     53,                 1.4758,                0.72049,                 1.0351,                0.87538,                0.79696,                0.86835,                0.54224,                 1.3705,                0.63141,                 1.0071,               0.004852,               0.004852,               0.004852
                     54,                  1.472,                 0.7155,                 1.0322,                0.87855,                0.79817,                 0.8675,                0.54273,                 1.3673,                0.62884,                 1.0057,               0.004753,               0.004753,               0.004753
                     55,                 1.4659,                0.71268,                   1.03,                0.87914,                0.79844,                0.86984,                0.54458,                  1.366,                0.62707,                 1.0045,               0.004654,               0.004654,               0.004654
                     56,                 1.4656,                0.71182,                 1.0305,                0.88012,                0.79813,                0.87112,                0.54585,                 1.3654,                0.62552,                 1.0041,               0.004555,               0.004555,               0.004555
                     57,                 1.4709,                0.71586,                 1.0311,                0.87987,                0.80011,                 0.8707,                0.54479,                 1.3651,                0.62594,                 1.0042,               0.004456,               0.004456,               0.004456
                     58,                 1.4646,                0.70926,                 1.0291,                0.87778,                0.80162,                0.87103,                0.54605,                 1.3628,                0.62341,                 1.0028,               0.004357,               0.004357,               0.004357
                     59,                 1.4692,                 0.7131,                 1.0312,                0.88148,                0.79929,                0.87142,                0.54609,                 1.3623,                0.62324,                 1.0027,               0.004258,               0.004258,               0.004258
                     60,                 1.4584,                0.70655,                  1.027,                0.88008,                 0.8021,                0.87165,                0.54643,                  1.363,                0.62199,                  1.003,               0.004159,               0.004159,               0.004159
                     61,                 1.4577,                0.70489,                 1.0269,                0.88112,                0.80286,                 0.8733,                0.54777,                 1.3595,                0.61944,                 1.0018,                0.00406,                0.00406,                0.00406
                     62,                 1.4634,                0.70831,                 1.0273,                0.88003,                0.80233,                0.87213,                0.54748,                 1.3609,                 0.6197,                 1.0019,               0.003961,               0.003961,               0.003961
                     63,                 1.4605,                0.70419,                 1.0279,                0.87931,                0.80424,                0.87167,                0.54715,                 1.3602,                0.61976,                 1.0015,               0.003862,               0.003862,               0.003862
                     64,                 1.4626,                 0.7082,                 1.0276,                0.88102,                0.80339,                0.87273,                 0.5474,                 1.3606,                0.61898,                  1.002,               0.003763,               0.003763,               0.003763
                     65,                 1.4581,                 0.7048,                 1.0266,                0.88144,                0.80317,                0.87355,                0.54822,                 1.3592,                0.61802,                 1.0012,               0.003664,               0.003664,               0.003664
                     66,                 1.4559,                0.70302,                 1.0241,                0.88354,                0.80268,                0.87415,                0.54897,                 1.3586,                0.61763,                  1.001,               0.003565,               0.003565,               0.003565
                     67,                 1.4563,                0.70281,                 1.0246,                0.88255,                0.80306,                0.87417,                0.54925,                 1.3578,                0.61749,                 1.0005,               0.003466,               0.003466,               0.003466
                     68,                 1.4557,                0.70079,                 1.0231,                0.88171,                0.80497,                0.87429,                0.54916,                 1.3576,                0.61566,                 1.0003,               0.003367,               0.003367,               0.003367
                     69,                 1.4495,                0.69514,                 1.0239,                0.88393,                 0.8045,                0.87389,                 0.5493,                 1.3565,                0.61485,                0.99966,               0.003268,               0.003268,               0.003268
                     70,                 1.4502,                0.69561,                 1.0238,                0.88349,                0.80544,                0.87469,                0.55005,                 1.3559,                0.61398,                0.99948,               0.003169,               0.003169,               0.003169
                     71,                  1.443,                0.69181,                 1.0209,                0.88187,                 0.8066,                0.87486,                0.55037,                  1.355,                 0.6127,                0.99913,                0.00307,                0.00307,                0.00307
                     72,                 1.4419,                0.69035,                 1.0204,                 0.8822,                0.80583,                0.87425,                0.54998,                 1.3539,                0.61257,                 0.9985,               0.002971,               0.002971,               0.002971
                     73,                 1.4515,                0.69686,                 1.0219,                0.88322,                0.80762,                0.87499,                0.55071,                 1.3531,                0.61202,                 0.9981,               0.002872,               0.002872,               0.002872
                     74,                 1.4408,                0.68792,                 1.0217,                0.88306,                0.80742,                0.87536,                0.55107,                 1.3531,                0.61159,                0.99798,               0.002773,               0.002773,               0.002773
                     75,                 1.4385,                0.68519,                 1.0186,                0.88284,                0.80869,                0.87542,                 0.5512,                 1.3523,                0.61038,                0.99743,               0.002674,               0.002674,               0.002674
                     76,                 1.4367,                 0.6839,                 1.0152,                0.88353,                0.80762,                0.87546,                 0.5516,                 1.3512,                0.60939,                0.99705,               0.002575,               0.002575,               0.002575
                     77,                 1.4332,                 0.6826,                 1.0146,                 0.8853,                0.80604,                0.87622,                0.55222,                 1.3509,                0.60848,                0.99688,               0.002476,               0.002476,               0.002476
                     78,                 1.4384,                0.68557,                 1.0194,                0.88471,                0.80813,                0.87648,                0.55224,                 1.3508,                0.60831,                0.99662,               0.002377,               0.002377,               0.002377
                     79,                 1.4356,                0.68468,                 1.0156,                0.88356,                0.80864,                0.87676,                0.55253,                 1.3504,                0.60774,                0.99635,               0.002278,               0.002278,               0.002278
                     80,                 1.4333,                0.68002,                 1.0143,                0.88319,                0.80957,                0.87718,                 0.5528,                   1.35,                0.60663,                0.99619,               0.002179,               0.002179,               0.002179
                     81,                 1.4331,                0.68061,                 1.0142,                0.88383,                0.80843,                0.87747,                0.55313,                 1.3488,                0.60593,                0.99587,                0.00208,                0.00208,                0.00208
                     82,                 1.4321,                0.67632,                 1.0123,                0.88425,                0.80932,                0.87805,                0.55358,                 1.3484,                0.60554,                 0.9957,               0.001981,               0.001981,               0.001981
                     83,                 1.4282,                0.67476,                 1.0115,                0.88542,                0.80919,                0.87834,                0.55406,                 1.3477,                0.60485,                0.99539,               0.001882,               0.001882,               0.001882
                     84,                 1.4258,                0.67459,                 1.0117,                0.88619,                0.80959,                0.87875,                 0.5543,                 1.3475,                0.60413,                0.99495,               0.001783,               0.001783,               0.001783
                     85,                 1.4205,                0.67031,                 1.0113,                0.88641,                0.80957,                0.87902,                0.55441,                 1.3469,                 0.6034,                0.99453,               0.001684,               0.001684,               0.001684
                     86,                 1.4154,                0.66801,                 1.0082,                 0.8856,                0.81065,                0.87919,                0.55447,                 1.3472,                0.60273,                0.99451,               0.001585,               0.001585,               0.001585
                     87,                 1.4171,                0.66708,                 1.0102,                0.88629,                0.81035,                0.87946,                0.55502,                 1.3464,                0.60221,                0.99417,               0.001486,               0.001486,               0.001486
                     88,                 1.4202,                0.66744,                 1.0101,                0.88665,                0.81147,                0.88045,                0.55585,                 1.3455,                0.60154,                0.99379,               0.001387,               0.001387,               0.001387
                     89,                 1.4106,                0.66153,                 1.0084,                0.88631,                0.81135,                 0.8807,                0.55612,                 1.3451,                0.60078,                0.99368,               0.001288,               0.001288,               0.001288
                     90,                 1.4109,                0.65986,                 1.0283,                0.88646,                0.81204,                0.88094,                0.55662,                 1.3445,                0.60022,                0.99346,               0.001189,               0.001189,               0.001189
                     91,                 1.4055,                0.65715,                 1.0275,                0.88647,                0.81199,                0.88109,                0.55706,                 1.3441,                0.59957,                0.99334,                0.00109,                0.00109,                0.00109
                     92,                 1.4037,                0.65253,                 1.0273,                0.88802,                0.81089,                0.88104,                0.55716,                 1.3438,                0.59917,                0.99315,               0.000991,               0.000991,               0.000991
                     93,                 1.3979,                0.64753,                 1.0251,                0.88926,                0.81039,                 0.8812,                0.55745,                 1.3435,                0.59874,                0.99292,               0.000892,               0.000892,               0.000892
                     94,                 1.3994,                0.64801,                 1.0251,                0.88923,                0.81069,                0.88158,                 0.5578,                 1.3431,                0.59843,                0.99272,               0.000793,               0.000793,               0.000793
                     95,                 1.3966,                0.64251,                  1.023,                0.88959,                0.81112,                 0.8817,                0.55798,                 1.3429,                0.59773,                 0.9926,               0.000694,               0.000694,               0.000694
                     96,                 1.3953,                0.64241,                 1.0221,                 0.8909,                0.81017,                0.88203,                0.55833,                 1.3426,                0.59747,                0.99244,               0.000595,               0.000595,               0.000595
                     97,                 1.3921,                0.63854,                 1.0219,                0.89116,                0.81034,                0.88235,                0.55845,                 1.3425,                0.59721,                0.99238,               0.000496,               0.000496,               0.000496
                     98,                 1.3885,                0.63677,                  1.019,                0.89115,                 0.8106,                0.88268,                0.55876,                 1.3423,                0.59679,                0.99217,               0.000397,               0.000397,               0.000397
                     99,                 1.3877,                0.63297,                 1.0168,                0.89085,                0.79991,                0.87397,                0.55384,                 1.3419,                0.59627,                0.99192,               0.000298,               0.000298,               0.000298
