                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 1.4612,                0.70371,                 1.0443,                0.88486,                0.79839,                0.87351,                0.54887,                 1.3533,                0.61384,                  1.019,               0.003565,               0.003565,               0.003565
                     67,                 1.4604,                 0.7022,                  1.044,                0.88614,                0.79786,                 0.8732,                0.54887,                 1.3533,                0.61352,                 1.0185,               0.003466,               0.003466,               0.003466
                     68,                 1.4614,                0.70113,                 1.0431,                0.88467,                0.79971,                0.87336,                0.54863,                 1.3533,                0.61287,                 1.0182,               0.003367,               0.003367,               0.003367
                     69,                 1.4536,                0.69446,                 1.0439,                0.88411,                0.79973,                0.87342,                0.54887,                 1.3524,                0.61115,                 1.0181,               0.003268,               0.003268,               0.003268
                     70,                 1.4565,                0.69707,                  1.044,                 0.8846,                0.79992,                0.87394,                 0.5491,                 1.3515,                0.61108,                 1.0176,               0.003169,               0.003169,               0.003169
                     71,                 1.4523,                0.69483,                 1.0425,                0.88286,                0.80228,                0.87431,                0.55007,                 1.3511,                0.60998,                 1.0173,                0.00307,                0.00307,                0.00307
                     72,                 1.4476,                0.69247,                 1.0402,                0.88261,                0.80272,                0.87417,                0.54996,                 1.3503,                 0.6097,                 1.0168,               0.002971,               0.002971,               0.002971
                     73,                 1.4584,                0.69672,                 1.0428,                0.88538,                0.80086,                0.87408,                0.55036,                 1.3499,                0.60866,                 1.0166,               0.002872,               0.002872,               0.002872
                     74,                 1.4475,                0.68903,                 1.0422,                0.88505,                0.80116,                0.87385,                0.55072,                 1.3498,                0.60867,                 1.0165,               0.002773,               0.002773,               0.002773
                     75,                  1.445,                0.68826,                   1.04,                0.88381,                0.80279,                0.87442,                0.55083,                 1.3492,                0.60761,                 1.0163,               0.002674,               0.002674,               0.002674
                     76,                 1.4429,                0.68427,                 1.0352,                0.88485,                0.80237,                0.87439,                0.55134,                  1.348,                0.60626,                 1.0156,               0.002575,               0.002575,               0.002575
                     77,                 1.4411,                0.68466,                 1.0355,                0.88454,                0.80222,                0.87454,                0.55143,                 1.3478,                0.60602,                 1.0152,               0.002476,               0.002476,               0.002476
                     78,                 1.4457,                0.68876,                 1.0405,                0.88429,                 0.8025,                0.87482,                0.55193,                 1.3475,                0.60548,                 1.0152,               0.002377,               0.002377,               0.002377
                     79,                 1.4454,                0.68773,                 1.0379,                0.88536,                0.80197,                 0.8754,                0.55207,                 1.3472,                0.60528,                 1.0151,               0.002278,               0.002278,               0.002278
                     80,                 1.4405,                0.68245,                  1.035,                0.88578,                0.80197,                0.87552,                 0.5523,                 1.3468,                0.60442,                  1.015,               0.002179,               0.002179,               0.002179
                     81,                 1.4386,                0.68206,                 1.0342,                0.88686,                0.80327,                0.87569,                0.55223,                 1.3464,                0.60374,                 1.0147,                0.00208,                0.00208,                0.00208
                     82,                 1.4377,                0.67798,                 1.0313,                 0.8863,                0.80399,                0.87588,                0.55222,                  1.346,                0.60322,                 1.0142,               0.001981,               0.001981,               0.001981
                     83,                 1.4338,                0.67488,                 1.0316,                0.88779,                0.80369,                0.87617,                0.55251,                 1.3454,                0.60242,                 1.0138,               0.001882,               0.001882,               0.001882
                     84,                 1.4323,                0.67729,                 1.0318,                0.88726,                0.80418,                0.87646,                0.55276,                 1.3443,                0.60167,                 1.0133,               0.001783,               0.001783,               0.001783
                     85,                 1.4287,                0.67486,                 1.0324,                0.88771,                0.80461,                 0.8765,                 0.5528,                 1.3441,                0.60121,                  1.013,               0.001684,               0.001684,               0.001684
                     86,                 1.4225,                0.67151,                 1.0285,                0.88808,                0.80485,                0.87673,                0.55297,                 1.3437,                0.60086,                 1.0127,               0.001585,               0.001585,               0.001585
                     87,                 1.4262,                0.67226,                 1.0309,                0.88844,                0.80534,                0.87702,                0.55299,                 1.3435,                0.60042,                 1.0124,               0.001486,               0.001486,               0.001486
                     88,                 1.4271,                0.67092,                 1.0298,                0.88835,                0.80537,                0.87734,                0.55341,                  1.343,                0.59988,                 1.0122,               0.001387,               0.001387,               0.001387
                     89,                 1.4181,                0.66617,                 1.0288,                0.88876,                0.80526,                 0.8775,                0.55361,                 1.3424,                0.59918,                 1.0119,               0.001288,               0.001288,               0.001288
                     90,                 1.4173,                 0.6651,                 1.0525,                0.88888,                0.80596,                0.87789,                0.55389,                 1.3424,                0.59915,                 1.0118,               0.001189,               0.001189,               0.001189
                     91,                  1.409,                0.65948,                 1.0501,                  0.889,                0.80621,                0.87801,                0.55429,                 1.3421,                0.59865,                 1.0116,                0.00109,                0.00109,                0.00109
                     92,                 1.4074,                0.65568,                 1.0504,                 0.8884,                0.80656,                0.87813,                0.55452,                 1.3416,                0.59828,                 1.0114,               0.000991,               0.000991,               0.000991
                     93,                 1.4026,                0.65294,                 1.0489,                0.88883,                0.80665,                0.87821,                0.55454,                 1.3414,                0.59767,                 1.0114,               0.000892,               0.000892,               0.000892
                     94,                  1.405,                0.65251,                 1.0482,                0.88972,                0.80634,                0.87839,                0.55465,                 1.3412,                0.59724,                 1.0113,               0.000793,               0.000793,               0.000793
                     95,                 1.4012,                0.64735,                 1.0466,                0.88969,                0.80706,                0.87833,                0.55458,                  1.341,                0.59668,                 1.0111,               0.000694,               0.000694,               0.000694
                     96,                 1.3984,                0.64468,                 1.0445,                0.88958,                0.80713,                0.87829,                0.55453,                 1.3407,                0.59628,                 1.0109,               0.000595,               0.000595,               0.000595
                     97,                 1.3963,                0.64263,                  1.045,                0.88886,                0.80802,                0.87841,                0.55457,                 1.3403,                0.59596,                 1.0106,               0.000496,               0.000496,               0.000496
                     98,                  1.393,                0.64111,                 1.0416,                0.88957,                  0.808,                0.87849,                0.55485,                 1.3401,                0.59558,                 1.0103,               0.000397,               0.000397,               0.000397
                     99,                 1.3917,                 0.6373,                 1.0391,                0.88973,                0.80776,                 0.8785,                0.55491,                 1.3398,                 0.5954,                   1.01,               0.000298,               0.000298,               0.000298
